GamePk,Date,Venue,Humidity,Pressure,Precip
663412,2022-06-11,Angel Stadium,62,1005.6,0.0
661144,2022-06-12,Truist Park,54,978.5,0.0
661270,2022-06-12,Yankee Stadium,84,1014.6,1.0
661483,2022-06-12,Rate Field,90,990.1,0.0
661622,2022-06-12,Citizens Bank Park,77,1014.1,0.2
661679,2022-06-12,Target Field,67,978.7,0.1
661975,2022-06-12,Busch Stadium,78,992.3,0.0
662085,2022-06-12,Oracle Park,86,1010.9,0.0
662127,2022-06-12,T-Mobile Park,69,1007.9,0.0
662256,2022-06-12,Petco Park,63,1011.1,0.0
662542,2022-06-12,Nationals Park,75,1012.8,0.1
662673,2022-06-12,Kauffman Stadium,82,976.7,0.0
662758,2022-06-12,Daikin Park,45,1010.3,0.0
662829,2022-06-12,Comerica Park,58,989.3,0.0
663083,2022-06-12,Progressive Field,80,987.4,0.0
663397,2022-06-12,Angel Stadium,51,1005.7,0.0
661629,2022-06-13,Citizens Bank Park,70,1010.5,0.0
661746,2022-06-13,Rogers Centre,65,1005.1,0.0
661881,2022-06-13,Globe Life Field,35,989.8,0.0
661974,2022-06-13,Busch Stadium,53,992.5,0.0
662069,2022-06-13,Oracle Park,55,1014.2,0.0
662126,2022-06-13,T-Mobile Park,73,1018.1,1.1
662505,2022-06-13,Nationals Park,60,1011.5,0.1
662828,2022-06-13,Comerica Park,59,992.7,1.1
663183,2022-06-13,Wrigley Field,100,985.9,6.4
663345,2022-06-13,Chase Field,12,964.6,0.0
661328,2022-06-14,Yankee Stadium,52,1010.4,0.0
661616,2022-06-14,Citizens Bank Park,48,1010.7,0.0
661745,2022-06-14,Rogers Centre,59,1006.1,0.0
661880,2022-06-14,Globe Life Field,38,990.3,0.0
661973,2022-06-14,Busch Stadium,55,994.0,0.0
662018,2022-06-14,Busch Stadium,48,995.5,0.0
662068,2022-06-14,Oracle Park,56,1011.7,0.0
662125,2022-06-14,T-Mobile Park,63,1020.9,0.0
662441,2022-06-14,Citi Field,55,1010.5,0.0
662503,2022-06-14,Nationals Park,66,1011.6,0.0
662611,2022-06-14,Dodger Stadium,62,991.9,0.0
662884,2022-06-14,Comerica Park,67,992.5,0.0
662935,2022-06-14,Coors Field,22,838.3,0.0
663182,2022-06-14,Wrigley Field,56,987.3,0.0
663279,2022-06-14,Fenway Park,54,1010.5,0.0
663342,2022-06-14,Chase Field,12,966.1,0.0
661327,2022-06-15,Yankee Stadium,64,1018.9,0.0
661583,2022-06-15,Citizens Bank Park,40,1018.7,0.0
661744,2022-06-15,Rogers Centre,81,1003.9,0.0
661845,2022-06-15,Globe Life Field,46,994.4,0.0
661972,2022-06-15,Busch Stadium,49,995.0,0.0
662082,2022-06-15,Oracle Park,59,1011.7,0.0
662173,2022-06-15,T-Mobile Park,76,1013.1,0.0
662480,2022-06-15,Citi Field,69,1018.9,0.0
662504,2022-06-15,Nationals Park,52,1015.5,0.0
662694,2022-06-15,Dodger Stadium,68,991.1,0.0
662883,2022-06-15,Comerica Park,60,994.4,0.0
662893,2022-06-15,Coors Field,10,844.1,0.0
663155,2022-06-15,Wrigley Field,48,986.8,0.0
663235,2022-06-15,Fenway Park,60,1019.1,0.0
663336,2022-06-15,Chase Field,9,969.5,0.0
661326,2022-06-16,Yankee Stadium,77,1014.6,0.0
661743,2022-06-16,Rogers Centre,72,999.9,2.7
662172,2022-06-16,T-Mobile Park,53,1010.6,0.0
662501,2022-06-16,Nationals Park,76,1013.5,0.1
662535,2022-06-16,Citi Field,78,1014.8,0.0
662827,2022-06-16,Comerica Park,35,988.6,0.0
662986,2022-06-16,Coors Field,19,849.7,0.0
663125,2022-06-16,Wrigley Field,37,991.6,0.0
663267,2022-06-16,Fenway Park,46,1018.9,0.0
661093,2022-06-17,Oriole Park at Camden Yards,41,1003.6,0.0
661742,2022-06-17,Rogers Centre,52,997.5,0.0
662171,2022-06-17,T-Mobile Park,91,1009.3,0.1
662362,2022-06-17,Oakland Coliseum,72,1014.3,0.0
662437,2022-06-17,PNC Park,46,983.2,0.0
662502,2022-06-17,Nationals Park,31,1003.9,0.0
662534,2022-06-17,Citi Field,38,1001.8,0.0
662580,2022-06-17,Nationals Park,29,1007.4,0.0
662719,2022-06-17,Dodger Stadium,56,992.4,0.0
662757,2022-06-17,Daikin Park,55,1012.1,0.0
662826,2022-06-17,Comerica Park,37,989.6,0.0
662985,2022-06-17,Coors Field,20,843.6,0.0
663063,2022-06-17,Great American Ball Park,43,993.6,0.0
663124,2022-06-17,Wrigley Field,48,994.2,0.0
663256,2022-06-17,Fenway Park,39,998.1,0.0
663335,2022-06-17,Chase Field,12,965.4,0.0
661123,2022-06-18,PNC Park,48,990.3,0.0
661127,2022-06-18,Oriole Park at Camden Yards,49,1009.5,0.0
661748,2022-06-18,Rogers Centre,43,1007.9,0.0
662170,2022-06-18,T-Mobile Park,78,1015.5,0.0
662194,2022-06-18,T-Mobile Park,64,1013.7,0.0
662368,2022-06-18,Oakland Coliseum,44,1016.7,0.0
662500,2022-06-18,Nationals Park,44,1010.6,0.0
662533,2022-06-18,Citi Field,42,1004.9,0.0
662686,2022-06-18,Dodger Stadium,37,995.0,0.0
662752,2022-06-18,Daikin Park,57,1014.5,0.0
662802,2022-06-18,Comerica Park,39,1001.2,0.0
662999,2022-06-18,Coors Field,34,843.3,0.0
663062,2022-06-18,Great American Ball Park,37,1002.3,0.0
663239,2022-06-18,Wrigley Field,62,1003.6,0.0
663255,2022-06-18,Fenway Park,48,1005.1,0.0
663351,2022-06-18,Chase Field,29,968.6,0.0
661074,2022-06-19,Oriole Park at Camden Yards,34,1016.8,0.0
661122,2022-06-19,PNC Park,36,996.0,0.0
661741,2022-06-19,Rogers Centre,31,1013.4,0.0
662169,2022-06-19,T-Mobile Park,72,1020.8,0.0
662361,2022-06-19,Oakland Coliseum,45,1019.5,0.0
662532,2022-06-19,Citi Field,33,1012.4,0.0
662553,2022-06-19,Nationals Park,26,1017.6,0.0
662590,2022-06-19,Dodger Stadium,38,996.3,0.0
662751,2022-06-19,Daikin Park,35,1012.3,0.0
662807,2022-06-19,Comerica Park,41,1004.4,0.0
662998,2022-06-19,Coors Field,19,843.6,0.0
663061,2022-06-19,Great American Ball Park,30,1006.3,0.0
663218,2022-06-19,Wrigley Field,31,1001.6,0.0
663254,2022-06-19,Fenway Park,44,1008.9,0.2
663334,2022-06-19,Chase Field,11,971.3,0.0
661121,2022-06-20,PNC Park,51,994.1,0.0
661143,2022-06-20,Truist Park,35,984.3,0.0
661186,2022-06-20,American Family Field,31,993.1,0.0
661482,2022-06-20,Rate Field,22,995.9,0.0
661893,2022-06-20,Tropicana Field,84,1017.5,8.600000000000001
662221,2022-06-20,Petco Park,57,1009.2,0.0
662522,2022-06-20,Citi Field,28,1018.8,0.0
663253,2022-06-20,Fenway Park,61,1015.7,0.0
663443,2022-06-20,Angel Stadium,42,1003.6,0.0
661124,2022-06-21,PNC Park,41,989.4,0.0
661142,2022-06-21,Truist Park,27,982.8,0.0
661148,2022-06-21,loanDepot Park,60,1017.9,0.0
661192,2022-06-21,American Family Field,48,990.4,0.0
661198,2022-06-21,Oriole Park at Camden Yards,57,1015.8,0.0
661481,2022-06-21,Rate Field,42,993.2,0.0
661677,2022-06-21,Target Field,33,986.3,0.0
661846,2022-06-21,Globe Life Field,30,998.0,0.0
661890,2022-06-21,Tropicana Field,32,1015.6,0.0
662248,2022-06-21,Petco Park,70,1011.2,0.0
662360,2022-06-21,Oakland Coliseum,27,1010.4,0.0
662750,2022-06-21,Daikin Park,54,1016.0,0.0
663041,2022-06-21,Great American Ball Park,26,998.8,0.0
663246,2022-06-21,Fenway Park,48,1017.9,0.0
663442,2022-06-21,Angel Stadium,53,1006.6,0.0
661107,2022-06-22,PNC Park,72,985.2,5.3
661141,2022-06-22,Truist Park,30,978.0,0.0
661230,2022-06-22,American Family Field,41,993.7,0.0
661246,2022-06-22,Oriole Park at Camden Yards,88,1011.0,3.8
661393,2022-06-22,loanDepot Park,57,1014.1,0.0
661457,2022-06-22,Rate Field,39,996.1,0.0
661690,2022-06-22,Target Field,37,988.4,0.0
661851,2022-06-22,Globe Life Field,42,1000.0,0.0
661889,2022-06-22,Tropicana Field,53,1011.4,0.0
662245,2022-06-22,Petco Park,55,1011.4,0.0
662359,2022-06-22,Oakland Coliseum,74,1012.7,0.0
662749,2022-06-22,Daikin Park,51,1017.2,0.0
663040,2022-06-22,Great American Ball Park,73,995.0,0.0
663252,2022-06-22,Fenway Park,76,1016.7,0.0
663389,2022-06-22,Angel Stadium,56,1006.2,0.1
661106,2022-06-23,PNC Park,38,987.2,0.0
661140,2022-06-23,Truist Park,37,976.8,0.0
661183,2022-06-23,American Family Field,43,994.7,0.0
661325,2022-06-23,Yankee Stadium,71,1013.6,0.1
661392,2022-06-23,loanDepot Park,55,1013.9,0.0
661456,2022-06-23,Rate Field,38,995.0,0.0
661685,2022-06-23,Target Field,31,983.3,0.0
662227,2022-06-23,Petco Park,64,1009.3,0.0
662358,2022-06-23,Oakland Coliseum,51,1013.4,0.0
663039,2022-06-23,Great American Ball Park,43,996.6,0.0
661139,2022-06-24,Truist Park,51,978.2,1.4
661190,2022-06-24,American Family Field,44,992.7,0.0
661274,2022-06-24,Yankee Stadium,68,1015.2,0.0
661382,2022-06-24,loanDepot Park,63,1013.4,0.0
661455,2022-06-24,Rate Field,44,994.6,0.0
661684,2022-06-24,Target Field,62,980.1,0.0
661844,2022-06-24,Globe Life Field,27,990.5,0.0
661888,2022-06-24,Tropicana Field,71,1010.6,2.4000000000000004
661971,2022-06-24,Busch Stadium,50,997.7,0.0
662067,2022-06-24,Oracle Park,89,1009.9,0.0
662255,2022-06-24,Petco Park,68,1009.6,0.0
662664,2022-06-24,Kauffman Stadium,68,978.8,0.0
663054,2022-06-24,Progressive Field,54,993.9,0.0
663333,2022-06-24,Chase Field,16,967.7,0.0
663388,2022-06-24,Angel Stadium,54,1004.4,0.0
661138,2022-06-25,Truist Park,35,980.8,0.0
661264,2022-06-25,American Family Field,67,991.9,0.0
661271,2022-06-25,Yankee Stadium,35,1018.3,0.0
661381,2022-06-25,loanDepot Park,74,1016.7,11.8
661454,2022-06-25,Rate Field,82,993.8,0.3
661686,2022-06-25,Target Field,51,984.3,0.0
661887,2022-06-25,Tropicana Field,68,1016.0,4.5
661898,2022-06-25,Globe Life Field,32,995.2,0.0
661970,2022-06-25,Busch Stadium,41,997.7,0.0
662083,2022-06-25,Oracle Park,78,1013.0,0.0
662247,2022-06-25,Petco Park,74,1010.8,0.0
662672,2022-06-25,Kauffman Stadium,41,981.5,0.0
663042,2022-06-25,Progressive Field,66,991.6,0.0
663346,2022-06-25,Chase Field,23,970.8,0.0
663441,2022-06-25,Angel Stadium,54,1005.7,0.0
661206,2022-06-26,American Family Field,38,993.9,0.0
661273,2022-06-26,Yankee Stadium,36,1017.4,0.0
661380,2022-06-26,loanDepot Park,59,1016.7,0.0
661453,2022-06-26,Rate Field,46,996.0,0.0
661512,2022-06-26,Truist Park,49,981.8,0.0
661692,2022-06-26,Target Field,39,991.0,0.0
661847,2022-06-26,Globe Life Field,25,998.7,0.0
661886,2022-06-26,Tropicana Field,51,1014.7,0.6
661969,2022-06-26,Busch Stadium,77,1003.2,0.5
662061,2022-06-26,Oracle Park,82,1016.2,0.0
662254,2022-06-26,Petco Park,55,1013.2,0.0
662665,2022-06-26,Kauffman Stadium,42,993.1,0.0
663121,2022-06-26,Progressive Field,73,991.1,0.4
663331,2022-06-26,Chase Field,23,975.5,0.0
663387,2022-06-26,Angel Stadium,34,1008.3,0.0
661275,2022-06-27,Yankee Stadium,91,1012.4,0.2
661740,2022-06-27,Rogers Centre,53,1008.8,0.0
661968,2022-06-27,Busch Stadium,34,1006.1,0.0
662168,2022-06-27,T-Mobile Park,56,1009.9,0.0
662487,2022-06-27,Nationals Park,58,1013.9,0.0
662681,2022-06-27,Kauffman Stadium,38,992.8,0.0
662912,2022-06-27,Coors Field,18,851.2,0.0
663016,2022-06-27,Progressive Field,48,994.6,0.0
663440,2022-06-27,Angel Stadium,49,1008.0,0.0
661272,2022-06-28,Yankee Stadium,55,1019.3,0.0
661580,2022-06-28,Citizens Bank Park,46,1019.9,0.0
661728,2022-06-28,Rogers Centre,58,1010.9,0.0
661885,2022-06-28,Tropicana Field,62,1015.1,1.9
661967,2022-06-28,Busch Stadium,35,1004.0,0.0
662060,2022-06-28,Oracle Park,72,1014.2,0.0
662186,2022-06-28,T-Mobile Park,78,1017.4,0.0
662484,2022-06-28,Nationals Park,35,1020.0,0.0
662521,2022-06-28,Citi Field,58,1019.5,0.0
662615,2022-06-28,Kauffman Stadium,44,988.9,0.0
662911,2022-06-28,Coors Field,20,849.6,0.0
663033,2022-06-28,Progressive Field,45,997.7,0.0
663045,2022-06-28,Progressive Field,52,1000.8,0.0
663231,2022-06-28,Wrigley Field,37,997.5,0.0
663344,2022-06-28,Chase Field,18,971.3,0.0
663392,2022-06-28,Angel Stadium,51,1008.0,0.0
661134,2022-06-29,Busch Stadium,41,1003.3,0.0
661263,2022-06-29,Yankee Stadium,37,1022.0,0.0
661584,2022-06-29,Citizens Bank Park,52,1020.1,0.0
661727,2022-06-29,Rogers Centre,75,1012.0,0.0
661879,2022-06-29,Tropicana Field,60,1018.7,0.0
662080,2022-06-29,Oracle Park,76,1016.3,0.0
662151,2022-06-29,T-Mobile Park,61,1019.9,0.0
662440,2022-06-29,Citi Field,35,1022.1,0.0
662493,2022-06-29,Nationals Park,42,1022.9,0.0
662675,2022-06-29,Kauffman Stadium,40,990.7,0.0
662894,2022-06-29,Coors Field,28,847.0,0.0
663030,2022-06-29,Progressive Field,58,997.3,0.0
663215,2022-06-29,Wrigley Field,78,997.9,0.0
663325,2022-06-29,Chase Field,21,973.8,0.0
663396,2022-06-29,Angel Stadium,56,1008.3,0.0
661105,2022-06-30,PNC Park,33,991.0,0.0
661579,2022-06-30,Citizens Bank Park,42,1018.3,0.0
661726,2022-06-30,Rogers Centre,75,1005.9,0.0
662150,2022-06-30,T-Mobile Park,53,1016.0,0.0
662733,2022-06-30,Dodger Stadium,58,995.8,0.0
662788,2022-06-30,Daikin Park,76,1012.4,0.2
662983,2022-06-30,Progressive Field,40,997.0,0.0
663199,2022-06-30,Wrigley Field,39,992.0,0.0
661104,2022-07-01,PNC Park,60,987.1,0.0
661582,2022-07-01,Citizens Bank Park,63,1014.0,0.0
661691,2022-07-01,Target Field,32,985.6,0.0
661725,2022-07-01,Rogers Centre,67,1002.7,0.0
662079,2022-07-01,Oracle Park,85,1013.3,0.0
662149,2022-07-01,T-Mobile Park,68,1014.0,0.0
662439,2022-07-01,Citi Field,65,1013.0,0.1
662492,2022-07-01,Nationals Park,45,1013.8,0.2
662609,2022-07-01,Dodger Stadium,46,994.9,0.0
662748,2022-07-01,Daikin Park,75,1010.0,0.0
662834,2022-07-01,Comerica Park,62,990.5,0.4
662997,2022-07-01,Coors Field,35,846.6,0.0
663038,2022-07-01,Great American Ball Park,47,994.6,0.5
663185,2022-07-01,Wrigley Field,71,993.3,0.1
661103,2022-07-02,PNC Park,62,988.6,0.0
661581,2022-07-02,Citizens Bank Park,59,1012.8,5.2
661683,2022-07-02,Target Field,97,987.7,1.8
661724,2022-07-02,Rogers Centre,46,1004.3,0.0
661836,2022-07-02,Rogers Centre,35,1003.6,0.0
662101,2022-07-02,Oracle Park,75,1014.7,0.0
662163,2022-07-02,T-Mobile Park,72,1012.6,0.0
662456,2022-07-02,Citi Field,63,1012.2,7.6
662482,2022-07-02,Nationals Park,55,1013.6,0.0
662718,2022-07-02,Dodger Stadium,40,995.8,0.0
662890,2022-07-02,Daikin Park,64,1012.6,0.1
662904,2022-07-02,Comerica Park,34,995.0,0.0
662910,2022-07-02,Coors Field,41,846.8,0.6
662954,2022-07-02,Progressive Field,49,991.1,0.0
662964,2022-07-02,Progressive Field,59,993.1,0.0
663037,2022-07-02,Great American Ball Park,55,997.6,0.0
663198,2022-07-02,Wrigley Field,50,995.4,0.0
661102,2022-07-03,PNC Park,32,993.4,0.0
661630,2022-07-03,Citizens Bank Park,37,1014.7,0.0
661689,2022-07-03,Target Field,41,986.8,0.0
661723,2022-07-03,Rogers Centre,57,1011.1,0.0
662099,2022-07-03,Oracle Park,73,1015.6,0.0
662162,2022-07-03,T-Mobile Park,79,1011.6,0.5
662486,2022-07-03,Nationals Park,53,1017.1,0.0
662509,2022-07-03,Citi Field,41,1015.6,0.0
662684,2022-07-03,Dodger Stadium,45,995.5,0.0
662794,2022-07-03,Comerica Park,44,1000.4,0.0
662889,2022-07-03,Daikin Park,54,1014.8,0.0
662913,2022-07-03,Coors Field,21,844.9,0.0
662957,2022-07-03,Progressive Field,62,997.6,0.0
663052,2022-07-03,Great American Ball Park,36,1000.7,0.0
663186,2022-07-03,Wrigley Field,63,998.7,0.0
661073,2022-07-04,Oriole Park at Camden Yards,41,1021.4,0.0
661181,2022-07-04,American Family Field,42,993.2,0.8
661452,2022-07-04,Rate Field,88,992.5,0.0
661511,2022-07-04,Truist Park,78,981.9,0.6
662270,2022-07-04,Petco Park,61,1013.2,0.0
662355,2022-07-04,Oakland Coliseum,82,1015.5,0.0
662541,2022-07-04,Nationals Park,31,1021.4,0.0
662732,2022-07-04,Dodger Stadium,56,995.1,0.0
662841,2022-07-04,Comerica Park,38,995.5,0.0
662874,2022-07-04,Daikin Park,64,1015.8,0.0
662906,2022-07-04,Comerica Park,33,999.1,0.0
663036,2022-07-04,Great American Ball Park,26,996.6,0.0
663251,2022-07-04,Fenway Park,21,1017.2,0.0
663343,2022-07-04,Chase Field,13,970.9,0.0
661187,2022-07-05,American Family Field,94,987.9,2.4000000000000004
661244,2022-07-05,Oriole Park at Camden Yards,87,1010.1,0.2
661379,2022-07-05,loanDepot Park,75,1016.0,1.0
661426,2022-07-05,Rate Field,95,988.8,5.6
661510,2022-07-05,Truist Park,63,980.8,0.2
661578,2022-07-05,Citizens Bank Park,87,1010.7,2.0
662226,2022-07-05,Petco Park,62,1012.7,0.0
662329,2022-07-05,PNC Park,58,984.4,0.0
662354,2022-07-05,Oakland Coliseum,86,1014.7,0.0
662731,2022-07-05,Dodger Stadium,61,994.5,0.0
662847,2022-07-05,Daikin Park,59,1011.5,0.0
662905,2022-07-05,Comerica Park,53,988.2,0.0
663035,2022-07-05,Great American Ball Park,57,993.1,0.1
663245,2022-07-05,Fenway Park,60,1011.3,0.0
663320,2022-07-05,Chase Field,13,968.5,0.0
661225,2022-07-06,American Family Field,81,993.6,0.0
661245,2022-07-06,Oriole Park at Camden Yards,82,1010.0,2.8000000000000003
661378,2022-07-06,loanDepot Park,70,1016.1,0.1
661413,2022-07-06,Rate Field,90,993.5,0.0
661509,2022-07-06,Truist Park,61,978.7,0.5
661564,2022-07-06,Citizens Bank Park,71,1010.1,0.2
662328,2022-07-06,PNC Park,70,985.9,0.9
662353,2022-07-06,Oakland Coliseum,66,1016.8,0.0
662630,2022-07-06,Dodger Stadium,60,994.6,0.0
662747,2022-07-06,Daikin Park,80,1011.6,0.0
662814,2022-07-06,Comerica Park,88,994.7,0.2
663051,2022-07-06,Great American Ball Park,59,992.7,3.2
663244,2022-07-06,Fenway Park,41,1010.0,0.0
663318,2022-07-06,Chase Field,7,969.4,0.0
661091,2022-07-07,Oriole Park at Camden Yards,65,1012.4,0.1
661425,2022-07-07,Rate Field,87,993.4,0.0
661521,2022-07-07,Truist Park,67,978.8,0.7
661566,2022-07-07,Citizens Bank Park,67,1014.2,0.1
662156,2022-07-07,T-Mobile Park,67,1014.8,0.0
662253,2022-07-07,Petco Park,78,1012.9,0.0
662508,2022-07-07,Citi Field,64,1014.5,0.0
662730,2022-07-07,Dodger Stadium,57,995.7,0.0
662746,2022-07-07,Daikin Park,57,1013.6,0.0
663071,2022-07-07,Great American Ball Park,56,997.4,0.0
663140,2022-07-07,Great American Ball Park,46,994.5,0.0
663233,2022-07-07,Fenway Park,49,1014.4,0.0
663317,2022-07-07,Chase Field,13,970.7,0.0
661108,2022-07-08,Oriole Park at Camden Yards,77,1013.2,0.1
661136,2022-07-08,Busch Stadium,89,995.1,13.9
661177,2022-07-08,American Family Field,68,996.9,0.0
661412,2022-07-08,Rate Field,96,996.7,3.7
661522,2022-07-08,Truist Park,74,979.9,0.3
661843,2022-07-08,Globe Life Field,27,993.4,0.0
662155,2022-07-08,T-Mobile Park,72,1017.2,0.0
662225,2022-07-08,Petco Park,74,1014.9,0.0
662352,2022-07-08,Oakland Coliseum,86,1018.5,0.0
662498,2022-07-08,Citi Field,74,1013.1,0.0
662610,2022-07-08,Dodger Stadium,60,998.1,0.0
662614,2022-07-08,Kauffman Stadium,74,984.1,0.0
663053,2022-07-08,Great American Ball Park,77,995.0,2.9
663202,2022-07-08,Fenway Park,41,1010.5,0.0
663319,2022-07-08,Chase Field,10,970.9,0.0
661071,2022-07-09,Oriole Park at Camden Yards,93,1015.9,12.1
661137,2022-07-09,Busch Stadium,72,1000.6,0.4
661224,2022-07-09,American Family Field,49,1000.6,0.0
661411,2022-07-09,Rate Field,69,1000.4,0.0
661508,2022-07-09,Truist Park,78,981.2,0.0
661842,2022-07-09,Globe Life Field,33,997.7,0.0
662147,2022-07-09,T-Mobile Park,68,1020.0,0.0
662266,2022-07-09,Petco Park,61,1017.1,0.0
662351,2022-07-09,Oakland Coliseum,72,1023.0,0.0
662497,2022-07-09,Citi Field,37,1015.4,0.0
662663,2022-07-09,Kauffman Stadium,53,990.0,0.0
662683,2022-07-09,Dodger Stadium,50,998.4,0.0
663092,2022-07-09,Great American Ball Park,70,999.0,0.9
663223,2022-07-09,Fenway Park,56,1014.8,0.0
663310,2022-07-09,Chase Field,8,975.1,0.0
661092,2022-07-10,Oriole Park at Camden Yards,60,1017.3,0.0
661135,2022-07-10,Busch Stadium,57,1001.1,0.0
661178,2022-07-10,American Family Field,40,995.3,0.0
661410,2022-07-10,Rate Field,46,997.4,0.0
661520,2022-07-10,Truist Park,72,978.4,0.3
661808,2022-07-10,Globe Life Field,35,995.7,0.0
662183,2022-07-10,T-Mobile Park,68,1025.8,0.0
662198,2022-07-10,Petco Park,54,1015.5,0.0
662215,2022-07-10,Oakland Coliseum,58,1019.2,0.0
662496,2022-07-10,Citi Field,37,1017.4,0.0
662662,2022-07-10,Kauffman Stadium,55,986.6,0.0
662729,2022-07-10,Dodger Stadium,34,998.6,0.0
663048,2022-07-10,Great American Ball Park,54,998.7,0.0
663232,2022-07-10,Fenway Park,36,1014.3,0.0
663307,2022-07-10,Chase Field,16,974.1,0.0
661120,2022-07-11,Busch Stadium,54,992.0,0.1
661324,2022-07-11,loanDepot Park,68,1014.1,0.1
661507,2022-07-11,Truist Park,74,977.5,0.0
661814,2022-07-11,Globe Life Field,25,989.1,0.0
661878,2022-07-11,Tropicana Field,73,1010.8,0.1
662100,2022-07-11,Oracle Park,93,1009.8,0.0
662661,2022-07-11,Kauffman Stadium,65,981.1,0.1
662700,2022-07-11,Kauffman Stadium,50,980.9,0.0
662956,2022-07-11,Progressive Field,48,982.8,0.0
662996,2022-07-11,Coors Field,36,850.7,0.0
661119,2022-07-12,Busch Stadium,47,996.8,0.0
661262,2022-07-12,Yankee Stadium,62,1005.4,0.1
661377,2022-07-12,loanDepot Park,66,1015.7,0.0
661506,2022-07-12,Truist Park,74,977.6,0.1
661688,2022-07-12,Target Field,51,981.7,0.5
661722,2022-07-12,Rogers Centre,49,997.2,0.2
661813,2022-07-12,Globe Life Field,26,991.1,0.0
661877,2022-07-12,Tropicana Field,62,1012.6,0.0
662108,2022-07-12,Oracle Park,84,1010.4,0.0
662660,2022-07-12,Kauffman Stadium,49,984.5,0.0
662976,2022-07-12,Progressive Field,64,985.4,0.0
662984,2022-07-12,Coors Field,27,847.7,0.0
663087,2022-07-12,Progressive Field,68,985.2,0.0
663187,2022-07-12,Wrigley Field,55,989.9,0.0
663402,2022-07-12,Angel Stadium,65,1005.8,0.0
661118,2022-07-13,Busch Stadium,46,999.1,0.0
661269,2022-07-13,Yankee Stadium,62,1009.3,0.0
661376,2022-07-13,loanDepot Park,67,1017.3,0.4
661505,2022-07-13,Truist Park,72,980.6,1.3
661687,2022-07-13,Target Field,53,988.4,0.0
661721,2022-07-13,Rogers Centre,71,1005.3,0.0
661812,2022-07-13,Globe Life Field,22,992.2,0.0
661876,2022-07-13,Tropicana Field,54,1014.7,0.0
662107,2022-07-13,Oracle Park,72,1014.8,0.0
662517,2022-07-13,Nationals Park,51,1012.6,0.0
662531,2022-07-13,Nationals Park,48,1010.7,0.1
662659,2022-07-13,Kauffman Stadium,41,987.2,0.0
662895,2022-07-13,Coors Field,27,848.6,0.0
662949,2022-07-13,Progressive Field,80,990.1,0.2
663230,2022-07-13,Wrigley Field,81,994.9,0.0
663401,2022-07-13,Angel Stadium,64,1006.2,0.0
661100,2022-07-14,Coors Field,17,851.1,0.0
661101,2022-07-14,Wrigley Field,79,998.4,0.0
661117,2022-07-14,Busch Stadium,45,1000.9,0.0
661261,2022-07-14,Yankee Stadium,60,1013.3,0.0
661375,2022-07-14,loanDepot Park,70,1020.6,3.1
661675,2022-07-14,Target Field,55,986.3,0.0
661720,2022-07-14,Rogers Centre,49,1009.1,0.0
661811,2022-07-14,Globe Life Field,37,995.8,0.0
661875,2022-07-14,Tropicana Field,84,1015.9,3.0
662109,2022-07-14,Oracle Park,77,1012.2,0.0
662518,2022-07-14,Nationals Park,54,1014.5,0.2
663123,2022-07-14,Progressive Field,54,995.4,0.0
663386,2022-07-14,Angel Stadium,67,1006.9,0.0
661113,2022-07-15,Coors Field,41,849.4,0.1
661116,2022-07-15,Busch Stadium,43,997.8,0.0
661260,2022-07-15,Yankee Stadium,49,1018.3,0.0
661374,2022-07-15,loanDepot Park,75,1017.0,0.0
661674,2022-07-15,Target Field,54,985.9,0.0
661719,2022-07-15,Rogers Centre,47,1009.5,0.0
661810,2022-07-15,Globe Life Field,36,995.5,0.0
661874,2022-07-15,Tropicana Field,64,1015.8,2.6
662072,2022-07-15,Oracle Park,77,1012.3,0.0
662197,2022-07-15,Petco Park,78,1011.6,0.0
662516,2022-07-15,Nationals Park,63,1017.3,0.0
662923,2022-07-15,Daikin Park,76,1014.7,0.0
662942,2022-07-15,Progressive Field,60,995.4,0.0
663385,2022-07-15,Angel Stadium,67,1006.3,0.0
661081,2022-07-16,Coors Field,28,851.3,0.6000000000000001
661114,2022-07-16,Wrigley Field,85,993.6,0.0
661115,2022-07-16,Wrigley Field,93,992.3,0.6000000000000001
661259,2022-07-16,Yankee Stadium,73,1015.7,0.0
661359,2022-07-16,loanDepot Park,79,1017.2,4.4
661673,2022-07-16,Target Field,56,985.7,0.0
661718,2022-07-16,Rogers Centre,48,1008.4,0.0
661809,2022-07-16,Globe Life Field,43,996.1,0.0
661873,2022-07-16,Tropicana Field,58,1015.2,0.3
661966,2022-07-16,Busch Stadium,40,995.3,0.0
662113,2022-07-16,Oracle Park,72,1012.6,0.0
662271,2022-07-16,Petco Park,78,1010.1,0.0
662483,2022-07-16,Nationals Park,73,1017.7,1.6
662909,2022-07-16,Daikin Park,65,1015.4,0.0
662952,2022-07-16,Progressive Field,64,993.3,0.2
663415,2022-07-16,Angel Stadium,70,1005.0,0.0
661080,2022-07-17,Coors Field,16,851.1,0.0
661082,2022-07-17,Wrigley Field,88,989.7,0.1
661258,2022-07-17,Yankee Stadium,60,1015.7,0.3
661373,2022-07-17,loanDepot Park,78,1017.6,0.7
661672,2022-07-17,Target Field,52,984.1,0.0
661717,2022-07-17,Rogers Centre,55,1005.9,0.0
661821,2022-07-17,Globe Life Field,27,993.3,0.0
661872,2022-07-17,Tropicana Field,71,1014.9,0.4
662059,2022-07-17,Oracle Park,73,1009.8,0.0
