GamePk,Season,Date,DayNight,AwayTeam,HomeTeam,AwayScore,HomeScore,Venue,Temp,Condition,WindSpeed,WindDir
416032,2015,2015-10-01,day,NYM,PHI,0,3,Citizens Bank Park,60,Cloudy,17,In From RF
416033,2015,2015-10-01,day,TOR,BAL,4,6,Oriole Park at Camden Yards,56,Cloudy,1,R To L
416034,2015,2015-10-01,night,WSH,ATL,3,0,Turner Field,66,Drizzle,8,In From CF
416035,2015,2015-10-02,night,LAA,TEX,2,1,Globe Life Park in Arlington,77,Clear,11,Out To RF
416036,2015,2015-10-02,night,BOS,CLE,2,8,Progressive Field,54,Cloudy,20,In From RF
416037,2015,2015-10-02,night,CHC,MIL,6,1,Miller Park,64,Roof Closed,0,None
416038,2015,2015-10-02,night,CIN,PIT,4,6,PNC Park,51,Overcast,11,Out To RF
416039,2015,2015-10-02,night,COL,SF,9,3,AT&T Park,64,Clear,11,Out To RF
416040,2015,2015-10-02,night,DET,CWS,1,2,U.S. Cellular Field,57,Cloudy,19,Out To RF
416041,2015,2015-10-02,night,HOU,AZ,21,5,Chase Field,91,Clear,12,R To L
416042,2015,2015-10-02,night,KC,MIN,3,1,Target Field,60,Clear,11,In From LF
416045,2015,2015-10-02,night,OAK,SEA,4,2,Safeco Field,60,Roof Closed,0,None
416046,2015,2015-10-02,night,SD,LAD,2,6,Dodger Stadium,76,Clear,7,Out To RF
416047,2015,2015-10-02,night,STL,ATL,0,4,Turner Field,61,Overcast,10,R To L
416048,2015,2015-10-02,night,TOR,TB,8,4,Tropicana Field,72,Dome,0,None
416043,2015,2015-10-03,night,MIA,PHI,5,2,Citizens Bank Park,55,Cloudy,15,In From RF
416044,2015,2015-10-03,day,NYY,BAL,2,9,Oriole Park at Camden Yards,53,Overcast,10,L To R
416049,2015,2015-10-03,day,WSH,NYM,3,1,Citi Field,54,Cloudy,24,In From CF
416050,2015,2015-10-03,day,LAA,TEX,11,10,Globe Life Park in Arlington,71,Sunny,4,In From LF
416051,2015,2015-10-03,night,BOS,CLE,0,2,Progressive Field,49,Overcast,9,In From RF
416052,2015,2015-10-03,night,CHC,MIL,1,0,Miller Park,67,Roof Closed,0,None
416053,2015,2015-10-03,night,CIN,PIT,3,1,PNC Park,52,Cloudy,12,In From LF
416054,2015,2015-10-03,day,COL,SF,2,3,AT&T Park,68,Sunny,9,R To L
416055,2015,2015-10-03,night,DET,CWS,3,4,U.S. Cellular Field,48,Overcast,18,In From LF
416056,2015,2015-10-03,night,HOU,AZ,6,2,Chase Field,88,Sunny,4,L To R
416057,2015,2015-10-03,day,KC,MIN,5,1,Target Field,54,Sunny,13,In From CF
416058,2015,2015-10-03,night,MIA,PHI,7,6,Citizens Bank Park,57,Cloudy,17,In From RF
416059,2015,2015-10-03,night,NYY,BAL,3,4,Oriole Park at Camden Yards,54,Rain,12,Varies
416060,2015,2015-10-03,night,OAK,SEA,7,5,Safeco Field,64,Clear,2,L To R
416061,2015,2015-10-03,night,SD,LAD,1,2,Dodger Stadium,75,Clear,5,Out To RF
416063,2015,2015-10-03,night,TOR,TB,3,4,Tropicana Field,72,Dome,0,None
416064,2015,2015-10-03,night,WSH,NYM,2,0,Citi Field,54,Cloudy,28,In From CF
416062,2015,2015-10-04,day,STL,ATL,0,2,Turner Field,69,Overcast,11,In From CF
416065,2015,2015-10-04,day,LAA,TEX,2,9,Globe Life Park in Arlington,74,Sunny,4,L To R
416066,2015,2015-10-04,day,BOS,CLE,1,3,Progressive Field,67,Partly Cloudy,11,R To L
416067,2015,2015-10-04,day,CHC,MIL,3,1,Miller Park,68,Roof Closed,0,None
416068,2015,2015-10-04,day,CIN,PIT,0,4,PNC Park,61,Cloudy,10,In From LF
416069,2015,2015-10-04,day,COL,SF,7,3,AT&T Park,71,Partly Cloudy,4,Varies
416070,2015,2015-10-04,day,DET,CWS,6,0,U.S. Cellular Field,56,Overcast,12,L To R
416071,2015,2015-10-04,day,HOU,AZ,3,5,Chase Field,75,Roof Closed,0,None
416072,2015,2015-10-04,day,KC,MIN,6,1,Target Field,55,Partly Cloudy,3,In From LF
416073,2015,2015-10-04,day,MIA,PHI,2,7,Citizens Bank Park,59,Cloudy,16,R To L
416074,2015,2015-10-04,day,NYY,BAL,4,9,Oriole Park at Camden Yards,56,Overcast,8,In From CF
416075,2015,2015-10-04,day,OAK,SEA,2,3,Safeco Field,65,Partly Cloudy,3,Out To RF
416076,2015,2015-10-04,day,SD,LAD,3,6,Dodger Stadium,67,Cloudy,7,Out To CF
416077,2015,2015-10-04,day,STL,ATL,0,6,Turner Field,67,Overcast,15,R To L
416078,2015,2015-10-04,day,TOR,TB,3,12,Tropicana Field,72,Dome,0,None
416079,2015,2015-10-04,day,WSH,NYM,0,1,Citi Field,62,Sunny,21,In From CF
446873,2016,2016-04-03,night,NYM,KC,3,4,Kauffman Stadium,74,Clear,14,R To L
446877,2016,2016-04-03,day,STL,PIT,1,4,PNC Park,39,Cloudy,14,Out To LF
446911,2016,2016-04-03,day,TOR,TB,5,3,Tropicana Field,72,Dome,0,None
446868,2016,2016-04-04,night,CWS,OAK,4,3,Oakland Coliseum,65,Clear,5,Out To RF
446869,2016,2016-04-04,night,COL,AZ,10,5,Chase Field,90,Partly Cloudy,5,Out To RF
446871,2016,2016-04-04,day,LAD,SD,15,0,Petco Park,72,Partly Cloudy,12,L To R
446872,2016,2016-04-04,day,MIN,BAL,2,3,Oriole Park at Camden Yards,58,Overcast,6,R To L
446874,2016,2016-04-04,day,PHI,CIN,2,6,Great American Ball Park,50,Partly Cloudy,16,L To R
446875,2016,2016-04-04,day,SF,MIL,12,3,Miller Park,65,Roof Closed,0,None
446876,2016,2016-04-04,day,SEA,TEX,2,3,Globe Life Park in Arlington,83,Sunny,4,In From RF
446878,2016,2016-04-04,night,TOR,TB,5,3,Tropicana Field,72,Dome,0,None
446879,2016,2016-04-04,day,WSH,ATL,4,3,Turner Field,75,Sunny,11,L To R
446889,2016,2016-04-04,night,CHC,LAA,9,0,Angel Stadium of Anaheim,75,Clear,6,Out To RF
446867,2016,2016-04-05,day,BOS,CLE,6,2,Progressive Field,34,Sunny,8,L To R
446870,2016,2016-04-05,day,HOU,NYY,5,3,Yankee Stadium,36,Sunny,18,L To R
446880,2016,2016-04-05,night,CHC,LAA,6,1,Angel Stadium of Anaheim,76,Cloudy,8,R To L
446881,2016,2016-04-05,night,CWS,OAK,5,4,Oakland Coliseum,70,Partly Cloudy,8,Out To RF
446882,2016,2016-04-05,night,COL,AZ,6,11,Chase Field,89,Clear,4,Out To RF
446883,2016,2016-04-05,night,DET,MIA,8,7,loanDepot Park,77,Clear,16,L To R
446884,2016,2016-04-05,night,LAD,SD,3,0,Petco Park,70,Cloudy,6,L To R
446885,2016,2016-04-05,night,SF,MIL,2,1,Miller Park,64,Roof Closed,0,None
446886,2016,2016-04-05,night,SEA,TEX,10,2,Globe Life Park in Arlington,81,Partly Cloudy,12,R To L
446887,2016,2016-04-05,night,TOR,TB,2,3,Tropicana Field,72,Dome,0,None
446896,2016,2016-04-05,day,NYM,KC,2,0,Kauffman Stadium,68,Sunny,17,R To L
446910,2016,2016-04-05,night,STL,PIT,5,6,PNC Park,40,Clear,7,Out To LF
446888,2016,2016-04-06,night,BOS,CLE,6,7,Progressive Field,60,Cloudy,7,Out To LF
446890,2016,2016-04-06,night,CWS,OAK,1,2,Oakland Coliseum,83,Partly Cloudy,0,None
446891,2016,2016-04-06,day,COL,AZ,4,3,Chase Field,77,Roof Closed,0,None
446892,2016,2016-04-06,day,DET,MIA,7,3,loanDepot Park,71,Roof Closed,0,None
446893,2016,2016-04-06,night,HOU,NYY,6,16,Yankee Stadium,43,Cloudy,11,R To L
446894,2016,2016-04-06,night,LAD,SD,7,0,Petco Park,65,Overcast,7,Varies
446895,2016,2016-04-06,night,MIN,BAL,2,4,Oriole Park at Camden Yards,48,Cloudy,7,Out To LF
446897,2016,2016-04-06,night,PHI,CIN,2,3,Great American Ball Park,55,Overcast,24,R To L
446898,2016,2016-04-06,day,SF,MIL,3,4,Miller Park,66,Roof Closed,0,None
446899,2016,2016-04-06,day,SEA,TEX,9,5,Globe Life Park in Arlington,74,Sunny,11,Out To CF
446900,2016,2016-04-06,night,STL,PIT,1,5,PNC Park,63,Partly Cloudy,15,R To L
446901,2016,2016-04-06,day,TOR,TB,3,5,Tropicana Field,72,Dome,0,None
446902,2016,2016-04-06,night,WSH,ATL,3,1,Turner Field,65,Partly Cloudy,10,R To L
446904,2016,2016-04-07,night,CHC,AZ,14,6,Chase Field,79,Roof Closed,0,None
446905,2016,2016-04-07,day,CWS,OAK,6,1,Oakland Coliseum,69,Overcast,10,Out To RF
446906,2016,2016-04-07,day,HOU,NYY,5,8,Yankee Stadium,57,Cloudy,24,R To L
446907,2016,2016-04-07,day,LAD,SF,6,12,AT&T Park,67,Cloudy,9,L To R
446908,2016,2016-04-07,night,MIN,BAL,2,4,Oriole Park at Camden Yards,51,Partly Cloudy,5,Out To CF
446909,2016,2016-04-07,day,PHI,CIN,6,10,Great American Ball Park,43,Overcast,17,Out To LF
446917,2016,2016-04-07,day,MIA,WSH,6,4,Nationals Park,61,Cloudy,11,Out To RF
448298,2016,2016-04-07,night,TEX,LAA,3,4,Angel Stadium of Anaheim,64,Cloudy,4,Out To CF
446912,2016,2016-04-08,night,BOS,TOR,8,7,Rogers Centre,68,Roof Closed,0,None
446913,2016,2016-04-08,night,CHC,AZ,2,3,Chase Field,74,Roof Closed,0,None
446914,2016,2016-04-08,day,CLE,CWS,7,1,U.S. Cellular Field,39,Cloudy,18,Out To RF
446915,2016,2016-04-08,night,HOU,MIL,4,6,Miller Park,63,Roof Closed,0,None
446916,2016,2016-04-08,night,LAD,SF,2,3,AT&T Park,60,Overcast,8,R To L
446918,2016,2016-04-08,night,MIN,KC,3,4,Kauffman Stadium,58,Clear,17,L To R
446919,2016,2016-04-08,day,NYY,DET,0,4,Comerica Park,38,Partly Cloudy,11,R To L
446920,2016,2016-04-08,night,OAK,SEA,3,2,Safeco Field,67,Partly Cloudy,6,In From CF
446921,2016,2016-04-08,day,PHI,NYM,2,7,Citi Field,47,Cloudy,21,Out To RF
446922,2016,2016-04-08,night,PIT,CIN,6,5,Great American Ball Park,41,Cloudy,19,Out To LF
446923,2016,2016-04-08,day,SD,COL,13,6,Coors Field,62,Partly Cloudy,6,R To L
446924,2016,2016-04-08,night,STL,ATL,7,4,Turner Field,59,Partly Cloudy,20,L To R
446925,2016,2016-04-08,night,TB,BAL,1,6,Oriole Park at Camden Yards,50,Partly Cloudy,6,Out To RF
446926,2016,2016-04-08,night,TEX,LAA,7,3,Angel Stadium of Anaheim,61,Cloudy,3,Out To CF
446927,2016,2016-04-09,day,BOS,TOR,8,4,Rogers Centre,68,Roof Closed,0,None
446928,2016,2016-04-09,night,CHC,AZ,4,2,Chase Field,82,Cloudy,6,Out To LF
446929,2016,2016-04-09,day,CLE,CWS,3,7,U.S. Cellular Field,32,Sunny,13,In From RF
446930,2016,2016-04-09,night,HOU,MIL,6,4,Miller Park,63,Roof Closed,0,None
446931,2016,2016-04-09,day,LAD,SF,3,2,AT&T Park,60,Overcast,4,Out To CF
446933,2016,2016-04-09,night,MIN,KC,0,7,Kauffman Stadium,60,Clear,14,R To L
446934,2016,2016-04-09,day,NYY,DET,8,4,Comerica Park,31,Partly Cloudy,18,L To R
446935,2016,2016-04-09,night,OAK,SEA,6,1,Safeco Field,67,Clear,1,Varies
446936,2016,2016-04-09,night,PHI,NYM,1,0,Citi Field,41,Cloudy,8,In From LF
446937,2016,2016-04-09,day,PIT,CIN,1,5,Great American Ball Park,38,Partly Cloudy,19,L To R
446938,2016,2016-04-09,night,SD,COL,16,3,Coors Field,62,Cloudy,8,Out To CF
446939,2016,2016-04-09,night,STL,ATL,12,2,Turner Field,60,Clear,15,L To R
446941,2016,2016-04-09,night,TEX,LAA,4,1,Angel Stadium of Anaheim,64,Cloudy,3,Out To LF
446942,2016,2016-04-10,day,BOS,TOR,0,3,Rogers Centre,68,Roof Closed,0,None
446943,2016,2016-04-10,day,CHC,AZ,7,3,Chase Field,73,Roof Closed,0,None
446945,2016,2016-04-10,day,HOU,MIL,2,3,Miller Park,65,Roof Closed,0,None
446946,2016,2016-04-10,day,LAD,SF,6,9,AT&T Park,58,Overcast,10,Out To LF
446947,2016,2016-04-10,day,MIA,WSH,2,4,Nationals Park,43,Sunny,2,Out To LF
446948,2016,2016-04-10,day,MIN,KC,3,4,Kauffman Stadium,68,Overcast,10,L To R
446950,2016,2016-04-10,day,OAK,SEA,2,1,Safeco Field,57,Cloudy,1,Varies
446951,2016,2016-04-10,day,PHI,NYM,5,2,Citi Field,45,Sunny,7,L To R
446952,2016,2016-04-10,day,PIT,CIN,1,2,Great American Ball Park,53,Sunny,9,R To L
446953,2016,2016-04-10,day,SD,COL,3,6,Coors Field,62,Cloudy,2,Out To RF
446954,2016,2016-04-10,day,STL,ATL,12,7,Turner Field,55,Overcast,10,R To L
446955,2016,2016-04-10,day,TB,BAL,3,5,Oriole Park at Camden Yards,44,Sunny,5,In From LF
446956,2016,2016-04-10,day,TEX,LAA,1,3,Angel Stadium of Anaheim,67,Cloudy,10,R To L
446957,2016,2016-04-11,night,ATL,WSH,4,6,Nationals Park,72,Clear,10,Out To CF
446958,2016,2016-04-11,day,BAL,BOS,9,7,Fenway Park,57,Cloudy,22,Out To CF
446959,2016,2016-04-11,day,CWS,MIN,4,1,Target Field,42,Partly Cloudy,21,In From LF
446960,2016,2016-04-11,night,CIN,CHC,3,5,Wrigley Field,48,Partly Cloudy,12,L To R
446961,2016,2016-04-11,night,KC,HOU,2,8,Daikin Park,73,Roof Closed,0,None
446962,2016,2016-04-11,night,LAA,OAK,4,1,Oakland Coliseum,63,Partly Cloudy,11,Out To RF
446963,2016,2016-04-11,night,MIA,NYM,10,3,Citi Field,57,Cloudy,15,Out To LF
446964,2016,2016-04-11,day,MIL,STL,1,10,Busch Stadium,50,Partly Cloudy,13,Out To RF
446965,2016,2016-04-11,day,PIT,DET,7,4,Comerica Park,56,Overcast,9,In From RF
446966,2016,2016-04-11,day,SD,PHI,4,3,Citizens Bank Park,66,Cloudy,17,Out To LF
446967,2016,2016-04-11,night,TEX,SEA,7,3,Safeco Field,57,Cloudy,2,In From LF
446968,2016,2016-04-12,day,AZ,LAD,4,2,Dodger Stadium,72,Sunny,3,Out To RF
446969,2016,2016-04-12,night,ATL,WSH,1,2,Nationals Park,61,Clear,14,In From LF
446970,2016,2016-04-12,night,BAL,BOS,9,5,Fenway Park,53,Partly Cloudy,12,L To R
446971,2016,2016-04-12,night,CLE,TB,1,5,Tropicana Field,72,Dome,0,None
446972,2016,2016-04-12,night,KC,HOU,3,2,Daikin Park,73,Roof Closed,0,None
446973,2016,2016-04-12,night,LAA,OAK,5,4,Oakland Coliseum,58,Overcast,13,Out To RF
446974,2016,2016-04-12,night,MIA,NYM,2,1,Citi Field,56,Partly Cloudy,13,In From LF
446976,2016,2016-04-12,night,NYY,TOR,3,2,Rogers Centre,68,Dome,0,None
446977,2016,2016-04-12,day,PIT,DET,2,8,Comerica Park,43,Partly Cloudy,13,Out To CF
446978,2016,2016-04-12,night,SD,PHI,0,3,Citizens Bank Park,57,Clear,17,In From LF
446979,2016,2016-04-12,night,SF,COL,7,2,Coors Field,61,Overcast,6,In From RF
446980,2016,2016-04-12,night,TEX,SEA,8,0,Safeco Field,51,Roof Closed,1,Out To LF
446975,2016,2016-04-13,night,MIL,STL,6,4,Busch Stadium,62,Clear,7,R To L
446981,2016,2016-04-13,night,AZ,LAD,1,3,Dodger Stadium,65,Clear,6,Out To RF
446982,2016,2016-04-13,night,ATL,WSH,0,3,Nationals Park,56,Clear,0,In From LF
446983,2016,2016-04-13,night,BAL,BOS,2,4,Fenway Park,44,Clear,13,R To L
446984,2016,2016-04-13,night,CWS,MIN,3,0,Target Field,68,Clear,6,R To L
446985,2016,2016-04-13,night,CIN,CHC,2,9,Wrigley Field,43,Cloudy,8,In From RF
446986,2016,2016-04-13,night,CLE,TB,4,1,Tropicana Field,72,Dome,0,None
446987,2016,2016-04-13,night,DET,PIT,7,3,PNC Park,54,Partly Cloudy,1,In From LF
446988,2016,2016-04-13,night,KC,HOU,4,2,Daikin Park,73,Roof Closed,0,None
446989,2016,2016-04-13,day,LAA,OAK,5,1,Oakland Coliseum,63,Partly Cloudy,11,Out To RF
446990,2016,2016-04-13,day,MIA,NYM,1,2,Citi Field,52,Sunny,10,In From RF
446992,2016,2016-04-13,night,NYY,TOR,2,7,Rogers Centre,68,Dome,0,None
446993,2016,2016-04-13,night,SD,PHI,1,2,Citizens Bank Park,55,Clear,3,Out To CF
446994,2016,2016-04-13,night,SF,COL,6,10,Coors Field,68,Partly Cloudy,7,Out To CF
446995,2016,2016-04-13,day,TEX,SEA,2,4,Safeco Field,55,Cloudy,1,In From LF
446991,2016,2016-04-14,day,MIL,STL,0,7,Busch Stadium,67,Sunny,7,In From CF
446996,2016,2016-04-14,night,AZ,LAD,2,5,Dodger Stadium,65,Clear,12,Out To RF
446997,2016,2016-04-14,day,ATL,WSH,2,6,Nationals Park,63,Sunny,1,In From LF
446998,2016,2016-04-14,night,BAL,TEX,3,6,Globe Life Park in Arlington,71,Partly Cloudy,4,In From LF
446999,2016,2016-04-14,day,CWS,MIN,3,1,Target Field,68,Partly Cloudy,19,R To L
447000,2016,2016-04-14,night,CIN,CHC,1,8,Wrigley Field,45,Clear,8,Out To CF
447001,2016,2016-04-14,day,CLE,TB,6,0,Tropicana Field,72,Dome,0,None
447002,2016,2016-04-14,day,DET,PIT,7,4,PNC Park,61,Sunny,8,In From LF
447003,2016,2016-04-14,night,KC,HOU,6,2,Daikin Park,75,Partly Cloudy,2,Out To LF
447004,2016,2016-04-14,night,NYY,TOR,2,4,Rogers Centre,68,Roof Closed,0,None
447005,2016,2016-04-14,day,SD,PHI,0,3,Citizens Bank Park,60,Sunny,7,In From CF
447006,2016,2016-04-14,day,SF,COL,6,11,Coors Field,72,Partly Cloudy,12,Out To CF
447007,2016,2016-04-15,night,AZ,SD,3,2,Petco Park,64,Clear,12,L To R
447008,2016,2016-04-15,night,ATL,MIA,6,3,loanDepot Park,76,Roof Closed,0,None
447009,2016,2016-04-15,night,BAL,TEX,11,5,Globe Life Park in Arlington,71,Clear,10,In From LF
447010,2016,2016-04-15,night,CWS,TB,1,0,Tropicana Field,72,Dome,0,None
447011,2016,2016-04-15,night,CIN,STL,3,14,Busch Stadium,72,Clear,8,R To L
447012,2016,2016-04-15,day,COL,CHC,6,1,Wrigley Field,52,Sunny,8,R To L
447013,2016,2016-04-15,night,DET,HOU,0,1,Daikin Park,76,Partly Cloudy,3,In From CF
447014,2016,2016-04-15,night,KC,OAK,4,2,Oakland Coliseum,65,Clear,12,In From LF
447015,2016,2016-04-15,night,LAA,MIN,4,5,Target Field,73,Cloudy,18,R To L
447016,2016,2016-04-15,night,MIL,PIT,8,4,PNC Park,67,Clear,7,In From RF
447017,2016,2016-04-15,night,NYM,CLE,6,5,Progressive Field,51,Clear,12,In From RF
447018,2016,2016-04-15,night,SF,LAD,3,7,Dodger Stadium,76,Clear,6,Out To RF
447019,2016,2016-04-15,night,SEA,NYY,7,1,Yankee Stadium,59,Clear,7,R To L
447020,2016,2016-04-15,night,TOR,BOS,3,5,Fenway Park,50,Clear,12,R To L
447021,2016,2016-04-15,night,WSH,PHI,9,1,Citizens Bank Park,61,Clear,5,Out To LF
447022,2016,2016-04-16,night,AZ,SD,3,5,Petco Park,76,Clear,14,L To R
447023,2016,2016-04-16,night,ATL,MIA,6,4,loanDepot Park,71,Roof Closed,0,None
447024,2016,2016-04-16,night,BAL,TEX,4,8,Globe Life Park in Arlington,75,Cloudy,18,In From CF
447025,2016,2016-04-16,night,CWS,TB,2,7,Tropicana Field,72,Dome,0,None
447026,2016,2016-04-16,day,CIN,STL,9,8,Busch Stadium,75,Sunny,13,R To L
447027,2016,2016-04-16,day,COL,CHC,2,6,Wrigley Field,54,Sunny,5,R To L
447028,2016,2016-04-16,night,DET,HOU,5,3,Daikin Park,73,Roof Closed,0,None
447029,2016,2016-04-16,day,KC,OAK,3,5,Oakland Coliseum,70,Partly Cloudy,7,Out To RF
447030,2016,2016-04-16,day,LAA,MIN,4,6,Target Field,76,Partly Cloudy,17,R To L
447031,2016,2016-04-16,night,MIL,PIT,0,5,PNC Park,71,Clear,7,In From LF
447032,2016,2016-04-16,day,NYM,CLE,5,7,Progressive Field,54,Sunny,12,In From RF
447033,2016,2016-04-16,night,SF,LAD,4,3,Dodger Stadium,76,Clear,7,L To R
447034,2016,2016-04-16,day,SEA,NYY,3,2,Yankee Stadium,60,Sunny,8,L To R
447035,2016,2016-04-16,day,TOR,BOS,2,4,Fenway Park,53,Partly Cloudy,20,In From CF
447036,2016,2016-04-16,night,WSH,PHI,8,1,Citizens Bank Park,67,Partly Cloudy,5,R To L
447037,2016,2016-04-17,day,AZ,SD,7,3,Petco Park,85,Sunny,12,Out To RF
447038,2016,2016-04-17,day,ATL,MIA,6,5,loanDepot Park,72,Roof Closed,0,None
447040,2016,2016-04-17,day,CWS,TB,2,3,Tropicana Field,72,Dome,0,None
447041,2016,2016-04-17,day,CIN,STL,3,4,Busch Stadium,78,Partly Cloudy,11,Out To LF
447042,2016,2016-04-17,day,COL,CHC,2,0,Wrigley Field,58,Sunny,7,In From RF
447043,2016,2016-04-17,day,DET,HOU,4,5,Daikin Park,73,Roof Closed,0,None
447044,2016,2016-04-17,day,KC,OAK,2,3,Oakland Coliseum,70,Sunny,5,Out To RF
447045,2016,2016-04-17,day,LAA,MIN,2,3,Target Field,77,Partly Cloudy,14,R To L
447046,2016,2016-04-17,day,MIL,PIT,3,9,PNC Park,77,Sunny,4,R To L
447047,2016,2016-04-17,day,NYM,CLE,6,0,Progressive Field,53,Sunny,5,R To L
447048,2016,2016-04-17,night,SF,LAD,1,3,Dodger Stadium,80,Clear,11,Out To CF
447049,2016,2016-04-17,day,SEA,NYY,3,4,Yankee Stadium,64,Sunny,2,In From LF
447050,2016,2016-04-17,day,TOR,BOS,5,3,Fenway Park,49,Sunny,9,In From RF
447051,2016,2016-04-17,day,WSH,PHI,2,3,Citizens Bank Park,63,Sunny,4,Out To CF
447052,2016,2016-04-18,night,AZ,SF,9,7,AT&T Park,67,Partly Cloudy,6,Out To CF
447053,2016,2016-04-18,night,CHC,STL,5,0,Busch Stadium,75,Cloudy,15,R To L
447054,2016,2016-04-18,night,COL,CIN,5,1,Great American Ball Park,80,Clear,10,Out To CF
447055,2016,2016-04-18,night,LAA,CWS,7,0,U.S. Cellular Field,75,Cloudy,12,In From LF
447056,2016,2016-04-18,night,MIL,MIN,4,7,Target Field,67,Cloudy,14,In From LF
447057,2016,2016-04-18,day,TOR,BOS,4,3,Fenway Park,66,Partly Cloudy,8,In From LF
447058,2016,2016-04-18,night,WSH,MIA,1,6,loanDepot Park,73,Roof Closed,0,None
447067,2016,2016-04-18,night,NYM,PHI,5,2,Citizens Bank Park,77,Clear,4,Out To CF
447059,2016,2016-04-19,night,AZ,SF,3,0,AT&T Park,65,Partly Cloudy,9,Out To CF
447060,2016,2016-04-19,night,CHC,STL,2,1,Busch Stadium,70,Overcast,5,Out To LF
447061,2016,2016-04-19,night,COL,CIN,3,4,Great American Ball Park,78,Partly Cloudy,8,L To R
447062,2016,2016-04-19,night,DET,KC,6,8,Kauffman Stadium,67,Cloudy,5,In From RF
447063,2016,2016-04-19,night,HOU,TEX,5,7,Globe Life Park in Arlington,75,Overcast,5,R To L
447064,2016,2016-04-19,night,LAA,CWS,0,5,U.S. Cellular Field,50,Cloudy,14,In From RF
447065,2016,2016-04-19,night,LAD,ATL,1,8,Turner Field,80,Cloudy,2,Out To CF
447066,2016,2016-04-19,day,MIL,MIN,6,5,Target Field,55,Overcast,11,In From CF
447068,2016,2016-04-19,night,OAK,NYY,3,2,Yankee Stadium,67,Clear,15,L To R
447069,2016,2016-04-19,night,PIT,SD,4,5,Petco Park,78,Partly Cloudy,13,L To R
447070,2016,2016-04-19,night,SEA,CLE,2,3,Progressive Field,52,Partly Cloudy,13,In From RF
447071,2016,2016-04-19,night,TB,BOS,3,0,Fenway Park,47,Partly Cloudy,7,R To L
447072,2016,2016-04-19,night,TOR,BAL,4,3,Oriole Park at Camden Yards,69,Clear,11,In From CF
447073,2016,2016-04-19,night,WSH,MIA,7,0,loanDepot Park,72,Roof Closed,0,None
447082,2016,2016-04-19,night,NYM,PHI,11,1,Citizens Bank Park,67,Partly Cloudy,15,In From LF
447074,2016,2016-04-20,night,AZ,SF,2,1,AT&T Park,64,Partly Cloudy,11,Out To CF
447075,2016,2016-04-20,day,CHC,STL,3,5,Busch Stadium,69,Cloudy,10,R To L
447076,2016,2016-04-20,day,COL,CIN,5,6,Great American Ball Park,72,Partly Cloudy,7,In From LF
447077,2016,2016-04-20,night,DET,KC,3,2,Kauffman Stadium,68,Partly Cloudy,11,L To R
447078,2016,2016-04-20,night,HOU,TEX,1,2,Globe Life Park in Arlington,71,Cloudy,7,Out To CF
447079,2016,2016-04-20,day,LAA,CWS,1,2,U.S. Cellular Field,66,Cloudy,11,Out To RF
447080,2016,2016-04-20,night,LAD,ATL,5,3,Turner Field,76,Partly Cloudy,2,R To L
447081,2016,2016-04-20,night,MIN,MIL,5,10,Miller Park,65,Roof Closed,0,None
447083,2016,2016-04-20,night,OAK,NYY,5,2,Yankee Stadium,61,Clear,9,Out To LF
447084,2016,2016-04-20,night,PIT,SD,2,8,Petco Park,77,Clear,9,Out To RF
447085,2016,2016-04-20,night,SEA,CLE,2,1,Progressive Field,54,Partly Cloudy,13,In From CF
447086,2016,2016-04-20,night,TB,BOS,3,7,Fenway Park,48,Partly Cloudy,12,In From RF
447087,2016,2016-04-20,night,TOR,BAL,3,4,Oriole Park at Camden Yards,65,Clear,5,Out To CF
447088,2016,2016-04-20,night,WSH,MIA,3,1,loanDepot Park,73,Roof Closed,0,None
447096,2016,2016-04-20,night,NYM,PHI,4,5,Citizens Bank Park,66,Clear,4,L To R
447089,2016,2016-04-21,day,AZ,SF,6,2,AT&T Park,67,Overcast,12,Out To CF
447090,2016,2016-04-21,night,CHC,CIN,16,0,Great American Ball Park,58,Overcast,13,Varies
447091,2016,2016-04-21,night,DET,KC,0,4,Kauffman Stadium,66,Partly Cloudy,15,L To R
447092,2016,2016-04-21,night,HOU,TEX,4,7,Globe Life Park in Arlington,74,Partly Cloudy,9,Out To CF
447093,2016,2016-04-21,day,LAA,CWS,3,2,U.S. Cellular Field,70,Partly Cloudy,8,Out To RF
447094,2016,2016-04-21,day,LAD,ATL,2,1,Turner Field,72,Sunny,9,R To L
447095,2016,2016-04-21,day,MIN,MIL,8,1,Miller Park,70,Roof Closed,0,None
447097,2016,2016-04-21,night,OAK,NYY,7,3,Yankee Stadium,68,Partly Cloudy,11,R To L
447098,2016,2016-04-21,night,PIT,SD,11,1,Petco Park,74,Clear,9,L To R
447099,2016,2016-04-21,day,SEA,CLE,10,7,Progressive Field,64,Rain,3,In From LF
447100,2016,2016-04-21,day,TB,BOS,12,8,Fenway Park,61,Partly Cloudy,13,In From LF
447101,2016,2016-04-21,night,TOR,BAL,2,3,Oriole Park at Camden Yards,68,Cloudy,6,In From CF
447102,2016,2016-04-21,day,WSH,MIA,1,5,loanDepot Park,74,Roof Closed,0,None
447103,2016,2016-04-22,night,BAL,KC,2,4,Kauffman Stadium,66,Partly Cloudy,6,L To R
447104,2016,2016-04-22,night,BOS,HOU,6,2,Daikin Park,79,Clear,6,In From CF
447105,2016,2016-04-22,night,CHC,CIN,8,1,Great American Ball Park,61,Cloudy,8,Out To LF
